Error Type,Topic Guid,Message
Warning,04a29804-6067-48e7-9f5c-534e253a230e,Missing tables headers in file:04a29804-6067-48e7-9f5c-534e253a230e.md
Warning,130990db-6297-42dc-9f5d-f68a2400872a,Found a an ul list inside a table in html file:130990db-6297-42dc-9f5d-f68a2400872a.xml
Warning,13256625-083e-4a17-8fd1-2bed1f7cc14e,Fixing missing end table tag in file:13256625-083e-4a17-8fd1-2bed1f7cc14e.md
Warning,13256625-083e-4a17-8fd1-2bed1f7cc14e,Found invalid tables saving file:13256625-083e-4a17-8fd1-2bed1f7cc14e.md
Warning,15980e4a-e41c-4194-829a-cadbdf365bf1,Found invalid msdn links in md file:15980e4a-e41c-4194-829a-cadbdf365bf1.md
Warning,186c51dc-ec33-4a5d-b739-c9fcb1d4cdd3,Found a an ul list inside a table in html file:186c51dc-ec33-4a5d-b739-c9fcb1d4cdd3.xml
Warning,196a5671-2836-4696-b734-d5ecfdbf8962,Found a an ul list inside a table in html file:196a5671-2836-4696-b734-d5ecfdbf8962.xml
Warning,330de503-498d-447e-b4a9-c20fc1699fd1,Found a an ul list inside a table in html file:330de503-498d-447e-b4a9-c20fc1699fd1.xml
Warning,39b6b20b-e081-4347-9e15-9b8cf829fdf0,Found nested table in md file:39b6b20b-e081-4347-9e15-9b8cf829fdf0.md
Warning,39b6b20b-e081-4347-9e15-9b8cf829fdf0,Fixing missing end table tag in file:39b6b20b-e081-4347-9e15-9b8cf829fdf0.md
Warning,39b6b20b-e081-4347-9e15-9b8cf829fdf0,Found invalid tables saving file:39b6b20b-e081-4347-9e15-9b8cf829fdf0.md
Warning,519e1e52-5f1f-4f06-931e-8c20a586a563,Found a an ul list inside a table in html file:519e1e52-5f1f-4f06-931e-8c20a586a563.xml
Warning,55de92eb-8e8b-4156-8ad9-dd3828024242,Found a an ul list inside a table in html file:55de92eb-8e8b-4156-8ad9-dd3828024242.xml
Warning,59d2f05e-90fb-471e-ac06-70becc15b295,Found a an ol list inside a table in html file:59d2f05e-90fb-471e-ac06-70becc15b295.xml
Warning,61e29e54-e3e5-404a-84c0-93b61a25ca58,Found nested table in md file:61e29e54-e3e5-404a-84c0-93b61a25ca58.md
Warning,68623048-060e-4602-b3fa-62617a94cf72,Found nested table in md file:68623048-060e-4602-b3fa-62617a94cf72.md
Warning,68623048-060e-4602-b3fa-62617a94cf72,Fixing missing end table tag in file:68623048-060e-4602-b3fa-62617a94cf72.md
Warning,68623048-060e-4602-b3fa-62617a94cf72,Fixing missing end table tag in file:68623048-060e-4602-b3fa-62617a94cf72.md
Warning,68623048-060e-4602-b3fa-62617a94cf72,Fixing missing end table tag in file:68623048-060e-4602-b3fa-62617a94cf72.md
Warning,68623048-060e-4602-b3fa-62617a94cf72,Found invalid tables saving file:68623048-060e-4602-b3fa-62617a94cf72.md
Warning,91b86e93-bdde-41c3-9680-45cf61420592,Found a an ul list inside a table in html file:91b86e93-bdde-41c3-9680-45cf61420592.xml
Warning,9379740a-96e1-490d-a229-0f9937c548d2,Found a an ul list inside a table in html file:9379740a-96e1-490d-a229-0f9937c548d2.xml
Warning,9a83df96-aca0-42b3-b8f5-2b414f0363f1,Found a an ul list inside a table in html file:9a83df96-aca0-42b3-b8f5-2b414f0363f1.xml
Warning,9d8cf6fa-85a4-45ac-8165-e4d3ab92594e,Found a an ul list inside a table in html file:9d8cf6fa-85a4-45ac-8165-e4d3ab92594e.xml
Warning,a0807b90-645a-4ea6-aee1-96828df14be0,Found a an ul list inside a table in html file:a0807b90-645a-4ea6-aee1-96828df14be0.xml
Warning,ad5f75f9-47c3-4f51-a535-80cba4243683,Found nested table in md file:ad5f75f9-47c3-4f51-a535-80cba4243683.md
Warning,ad5f75f9-47c3-4f51-a535-80cba4243683,Fixing missing end table tag in file:ad5f75f9-47c3-4f51-a535-80cba4243683.md
Warning,ad5f75f9-47c3-4f51-a535-80cba4243683,Found invalid tables saving file:ad5f75f9-47c3-4f51-a535-80cba4243683.md
Warning,b24228a8-5127-4bac-aef0-9c9e8843c9ff,Found < > tag Bug 1235997:Support Request: MD conversion issue: not escaped tags causing missing content line:<p>Check the SCP objects you found for an SCP pointer that is scoped to the user's domain by checking the <b>keywords</b>  property for an entry equal to "Domain=&lt;domain&gt;". For example- if the user's email address is elvin@contoso.com- you would look for an SCP pointer with an entry in the <b>keywords</b>  property that is equal to "Domain=contoso.com". If a matching SCP pointer is found- discard the set of SCP objects and start over at step 1 using the value of the <b>serviceBindingInformation</b>  property as the server to connect to for the Root DSE entry.</p> in md file:b24228a8-5127-4bac-aef0-9c9e8843c9ff.md total found:0
